the_geom,cartodb_id,codigo_accidente,fecha_ocurrencia,hora_ocurrencia,gravedad,objectid,localidad,municipio,x,y,timedate,clase
0101000020E61000004987B769348452C04730B2BD46ED1240,1890,4396583,2014-10-29,14:10:00,SOLO DANOS,4396583,SUBA,BOGOTA,-74.06569903,4.731715168,2014-10-29 14:10:00+00,CHOQUE
0101000020E6100000567ECDFD0B8652C09BDAB47AD0F31240,2624,4400682,2014-12-27,18:00:00,CON HERIDOS,4400682,SUBA,BOGOTA,-74.0944819,4.738099973,2014-12-27 18:00:00+00,CHOQUE
0101000020E61000008A1C6943DA8752C04EE60B99ACFB1240,3421,4397542,2014-11-09,23:00:00,SOLO DANOS,4397542,SUBA,BOGOTA,-74.12269674,4.745775596,2014-11-09 23:00:00+00,CHOQUE
0101000020E61000002CD6543CAC8652C05076478706821240,3662,511084,2014-09-26,7:30:00,SOLO DANOS,4389169,PUENTE ARANDA,BOGOTA,-74.10426243,4.626978029,2014-09-26 07:30:00+00,CHOQUE
0101000020E610000036B95C20888452C0971055F37AD81240,3910,4399805,2014-11-28,21:00:00,SOLO DANOS,4399805,SUBA,BOGOTA,-74.0708085,4.711406519,2014-11-28 21:00:00+00,CHOQUE
0101000020E61000001807C20E768352C03F86E21CE2DC1240,4518,509828,2014-09-14,15:50:00,SOLO DANOS,4367649,SUBA,BOGOTA,-74.05408067,4.715706302,2014-09-14 15:50:00+00,CHOQUE
0101000020E6100000A29FBDBB548352C02467C1C167E01240,4701,499380,2014-05-26,9:46:00,SOLO DANOS,4175441,SUBA,BOGOTA,-74.05204671,4.719145801,2014-05-26 09:46:00+00,CHOQUE
0101000020E6100000EA4AD671948452C08E4033BD01D61240,4885,497050,2014-05-03,13:25:00,SOLO DANOS,4135857,SUBA,BOGOTA,-74.07156034,4.708991009,2014-05-03 13:25:00+00,CHOQUE
0101000020E6100000C81C1549C58452C029AF4EFBD1E91240,6296,4399407,2014-11-25,10:50:00,SOLO DANOS,4399407,SUBA,BOGOTA,-74.07454135,4.728340079,2014-11-25 10:50:00+00,CHOQUE
0101000020E61000008CEFC3F5538452C0634EF3359BCE1240,7390,501969,2014-06-23,9:30:00,SOLO DANOS,4220129,SUBA,BOGOTA,-74.06762451,4.701763957,2014-06-23 09:30:00+00,CHOQUE
0101000020E6100000E955112CD68852C0E6A4411BCA801240,7510,499377,2014-05-25,16:00:00,SOLO DANOS,4175393,KENNEDY,BOGOTA,-74.13807203,4.625770975,2014-05-25 16:00:00+00,CHOQUE
0101000020E6100000C9B5521C288452C0C64F2F6D42FA1240,7820,495568,2014-04-15,19:30:00,SOLO DANOS,4112001,SUBA,BOGOTA,-74.06494816,4.744394022,2014-04-15 19:30:00+00,CHOQUE
0101000020E61000009A7169E8BE8452C05254F69002EF1240,8736,507895,2014-08-27,8:30:00,SOLO DANOS,4332049,SUBA,BOGOTA,-74.07415209,4.733408227,2014-08-27 08:30:00+00,CHOQUE
0101000020E610000085124214278352C015143956BFCE1240,9402,493439,2014-03-27,22:45:00,CON HERIDOS,4077009,USAQUEN,BOGOTA,-74.0492602,4.701901767,2014-03-27 22:45:00+00,ATROPELLO
0101000020E610000017A7BF36D98452C0B1EB446D0EDE1240,9535,486601,2014-01-15,16:30:00,SOLO DANOS,3959745,SUBA,BOGOTA,-74.07575768,4.716851909,2014-01-15 16:30:00+00,CHOQUE
0101000020E61000008132FD7A548352C09EF213C7B4DC1240,9646,488902,2014-02-08,10:20:00,SOLO DANOS,4000145,USAQUEN,BOGOTA,-74.05203128,4.715533362,2014-02-08 10:20:00+00,CHOQUE
0101000020E610000071BE5242228752C0F190DB8F11871240,1,512403,2014-10-01,13:40:00,SOLO DANOS,512403,PUENTE ARANDA,BOGOTA,-74.11146601,4.631902931,2014-10-01 13:40:00+00,CHOQUE
0101000020E6100000710FFD6BDD8852C0441E2B7234411240,2,512408,2014-10-02,16:30:00,SOLO DANOS,512408,TUNJUELITO,BOGOTA,-74.13851452,4.563676628,2014-10-02 16:30:00+00,CHOQUE
0101000020E610000075E969049E8252C03B9F0E1F69C01240,3,512440,2014-10-15,15:50:00,CON HERIDOS,512440,USAQUEN,BOGOTA,-74.04089461,4.687901006,2014-10-15 15:50:00+00,CHOQUE
0101000020E61000008472D806198952C0D1550EBB5C631240,4,512446,2014-10-15,11:50:00,CON HERIDOS,512446,KENNEDY,BOGOTA,-74.14215251,4.597033427,2014-10-15 11:50:00+00,ATROPELLO
0101000020E610000073DB81E4248952C010E0D11FCA9C1240,5,512452,2014-10-16,6:30:00,CON HERIDOS,512452,KENNEDY,BOGOTA,-74.14287675,4.653114793,2014-10-16 06:30:00+00,ATROPELLO
0101000020E6100000BC733A26118952C04F62243C20DB1240,6,512457,2014-10-15,13:40:00,CON HERIDOS,512457,ENGATIVA,BOGOTA,-74.14167171,4.713990154,2014-10-15 13:40:00+00,ATROPELLO
0101000020E6100000ED3AC8A9058552C031362624CFCC1240,7,512511,2014-10-17,14:05:00,CON HERIDOS,512511,SUBA,BOGOTA,-74.07847066,4.700008931,2014-10-17 14:05:00+00,ATROPELLO
0101000020E610000040E4F5ACA08552C01E99E11B17671240,8,511971,2014-10-03,12:30:00,CON HERIDOS,511971,LOS MARTIRES,BOGOTA,-74.08793186,4.600674091,2014-10-03 12:30:00+00,ATROPELLO
0101000020E6100000EC6D1C794C8A52C0FE3D3E42498E1240,9,511983,2014-10-03,13:10:00,CON HERIDOS,511983,KENNEDY,BOGOTA,-74.16091755,4.638951335,2014-10-03 13:10:00+00,ATROPELLO
0101000020E6100000324C2E45608652C035F51AB88C6A1240,10,512509,2014-10-16,17:20:00,CON HERIDOS,512509,LOS MARTIRES,BOGOTA,-74.09962587,4.604052426,2014-10-16 17:20:00+00,OTRO
0101000020E610000076C3289B818952C0E078FF9EA66A1240,11,512512,2014-10-09,22:10:00,CON HERIDOS,512512,KENNEDY,BOGOTA,-74.14853553,4.604151234,2014-10-09 22:10:00+00,CHOQUE
0101000020E61000004D7D4EB1528A52C0E2FBAD60C57A1240,12,512514,2014-10-17,23:00:00,CON HERIDOS,512514,KENNEDY,BOGOTA,-74.16129716,4.619893561,2014-10-17 23:00:00+00,ATROPELLO
0101000020E61000008F4A0A5CD98652C0BB825BE1D7501240,13,512664,2014-10-04,21:30:00,SOLO DANOS,512664,RAFAEL URIBE URIBE,BOGOTA,-74.10701657,4.578948518,2014-10-04 21:30:00+00,CHOQUE
0101000020E6100000827C065DCD8352C0CAE2E7875DF61240,14,512689,2014-10-02,7:30:00,SOLO DANOS,512689,SUBA,BOGOTA,-74.05940939,4.740591167,2014-10-02 07:30:00+00,CHOQUE
0101000020E6100000BA36F61A128752C022CC270A78941240,15,512687,2014-10-03,17:00:00,SOLO DANOS,512687,PUENTE ARANDA,BOGOTA,-74.11048006,4.644989165,2014-10-03 17:00:00+00,CHOQUE
0101000020E6100000E825A8DC428952C0E61F5C85BD441240,16,512690,2014-10-04,7:50:00,SOLO DANOS,512690,CIUDAD BOLIVAR,BOGOTA,-74.14470593,4.567129215,2014-10-04 07:50:00+00,CHOQUE
0101000020E6100000988242F8888552C03019C94921AF1240,17,512694,2014-10-04,14:00:00,SOLO DANOS,512694,BARRIOS UNIDOS,BOGOTA,-74.08648497,4.671025422,2014-10-04 14:00:00+00,CHOQUE
0101000020E6100000AE7DF291E38452C05FB5CFB6DC991240,18,512698,2014-10-03,18:30:00,SOLO DANOS,512698,TEUSAQUILLO,BOGOTA,-74.07638978,4.65025602,2014-10-03 18:30:00+00,CHOQUE
0101000020E61000008101FED5F58652C0A443A02DF9D11240,19,512702,2014-10-03,10:30:00,SOLO DANOS,512702,ENGATIVA,BOGOTA,-74.10875463,4.705052102,2014-10-03 10:30:00+00,CHOQUE
0101000020E6100000011AB476AC8652C0A40D1DC1E1B11240,20,512706,2014-10-08,15:30:00,SOLO DANOS,512706,ENGATIVA,BOGOTA,-74.10427635,4.673712747,2014-10-08 15:30:00+00,CHOQUE
0101000020E6100000B0BA7D728E8752C063EA37DEE0AD1240,21,512708,2014-10-11,18:25:00,CON HERIDOS,512708,FONTIBON,BOGOTA,-74.11806929,4.669803116,2014-10-11 18:25:00+00,OTRO
0101000020E610000019FA2F29618552C0FE34F0CE9AC21240,22,512709,2014-10-03,9:00:00,SOLO DANOS,512709,ENGATIVA,BOGOTA,-74.08405523,4.690043672,2014-10-03 09:00:00+00,CHOQUE
0101000020E61000004FFB22AB7F8652C0F16CA87B119B1240,23,512715,2014-10-09,12:40:00,SOLO DANOS,512715,TEUSAQUILLO,BOGOTA,-74.10154227,4.65143388,2014-10-09 12:40:00+00,CHOQUE
0101000020E6100000313032CEAD8452C0754486A14AC11240,24,512719,2014-10-19,18:30:00,CON HERIDOS,512719,SUBA,BOGOTA,-74.07310824,4.688761257,2014-10-19 18:30:00+00,CHOQUE
0101000020E61000003BEE0D1E038452C060833704C4CB1240,25,512726,2014-10-20,7:50:00,CON HERIDOS,512726,SUBA,BOGOTA,-74.06269027,4.698989931,2014-10-20 07:50:00+00,CHOQUE
0101000020E6100000DD1B2A63CF8352C0E1E722326ACC1240,26,512728,2014-10-03,15:00:00,SOLO DANOS,512728,SUBA,BOGOTA,-74.05953292,4.699623855,2014-10-03 15:00:00+00,CHOQUE
0101000020E61000003A3CA5FF7C8C52C0B4EFC48B096C1240,27,512747,2014-10-20,19:30:00,CON HERIDOS,512747,BOSA,BOGOTA,-74.19512931,4.605505165,2014-10-20 19:30:00+00,ATROPELLO
0101000020E61000008309A611A88352C00091CA8980DB1240,28,512754,2014-10-20,18:10:00,CON HERIDOS,512754,SUBA,BOGOTA,-74.05713311,4.714357522,2014-10-20 18:10:00+00,CHOQUE
0101000020E61000009F2D4D35668652C04DE2377B23811240,29,512755,2014-10-04,5:00:00,SOLO DANOS,512755,PUENTE ARANDA,BOGOTA,-74.09998829,4.626111913,2014-10-04 05:00:00+00,CHOQUE
0101000020E61000008E3FC8E7D28252C04A61C747D7ED1240,30,512759,2014-10-09,19:40:00,SOLO DANOS,512759,USAQUEN,BOGOTA,-74.04412264,4.732266542,2014-10-09 19:40:00+00,CHOQUE
0101000020E6100000F316ECDF058452C0FC1065B9B6771240,31,512757,2014-10-05,7:20:00,SOLO DANOS,512757,SANTA FE,BOGOTA,-74.06285856,4.616907975,2014-10-05 07:20:00+00,CHOQUE
0101000020E6100000C5B2150B6E8452C0022D37FA93A21240,32,512756,2014-10-03,16:30:00,SOLO DANOS,512756,BARRIOS UNIDOS,BOGOTA,-74.06921651,4.658767614,2014-10-03 16:30:00+00,CHOQUE
0101000020E6100000520C44DADC8552C062AAC17DE26F1240,33,512761,2014-10-05,15:50:00,SOLO DANOS,512761,LOS MARTIRES,BOGOTA,-74.09160477,4.609262433,2014-10-05 15:50:00+00,CHOQUE
0101000020E61000003ED9AE7F208352C089ADAD938BD11240,34,512763,2014-10-04,11:49:00,SOLO DANOS,512763,USAQUEN,BOGOTA,-74.04885857,4.704634006,2014-10-04 11:49:00+00,CHOQUE
0101000020E6100000D09B2271A38852C02163EBA2B3C51240,35,512767,2014-10-12,12:30:00,SOLO DANOS,512767,FONTIBON,BOGOTA,-74.1349757,4.693068071,2014-10-12 12:30:00+00,CHOQUE
0101000020E61000007A4924500B8952C0E2FA546ED2AF1240,36,512771,2014-10-07,20:30:00,SOLO DANOS,512771,FONTIBON,BOGOTA,-74.14131549,4.671701168,2014-10-07 20:30:00+00,CHOQUE
0101000020E6100000499B70D0DA8552C08E919BCA6ABC1240,37,512790,2014-10-20,20:45:00,SOLO DANOS,512790,ENGATIVA,BOGOTA,-74.09148036,4.684001127,2014-10-20 20:45:00+00,CHOQUE
0101000020E6100000FFC3AC03BF8252C0C2443FF73ED11240,38,513202,2014-10-06,13:10:00,SOLO DANOS,513202,USAQUEN,BOGOTA,-74.04290859,4.704341758,2014-10-06 13:10:00+00,CHOQUE
0101000020E610000074B84498FC8452C0DCE3A3CAD2721240,39,513227,2014-10-07,13:30:00,SOLO DANOS,513227,LOS MARTIRES,BOGOTA,-74.07791716,4.612132231,2014-10-07 13:30:00+00,CHOQUE
0101000020E61000004A341B406C8652C033EE3352E2B71240,40,513232,2014-10-07,22:50:00,SOLO DANOS,513232,ENGATIVA,BOGOTA,-74.10035708,4.679574284,2014-10-07 22:50:00+00,CHOQUE
0101000020E610000089EFC4ACD78652C093686E2AF7631240,41,513238,2014-10-07,11:15:00,SOLO DANOS,513238,ANTONIO NARINO,BOGOTA,-74.10691375,4.59762255,2014-10-07 11:15:00+00,CHOQUE
0101000020E610000002C259DA618652C0FC0EDB9C9E431240,42,513243,2014-10-07,9:00:00,SOLO DANOS,513243,SAN CRISTOBAL,BOGOTA,-74.09972247,4.566034747,2014-10-07 09:00:00+00,CHOQUE
0101000020E610000037B326AE348552C06F4BC3744A731240,43,513247,2014-10-07,17:30:00,SOLO DANOS,513247,LOS MARTIRES,BOGOTA,-74.08134035,4.612588715,2014-10-07 17:30:00+00,CHOQUE
0101000020E6100000B3F62870538252C006BD8314463D1340,44,4395254,2014-10-17,15:40:00,SOLO DANOS,4395254,USAQUEN,BOGOTA,-74.03634266,4.809837647,2014-10-17 15:40:00+00,CHOQUE
0101000020E610000076D356BA158252C0D3CB09899DD71240,45,513500,2014-10-10,13:30:00,SOLO DANOS,513500,USAQUEN,BOGOTA,-74.03257617,4.710561887,2014-10-10 13:30:00+00,CHOQUE
0101000020E61000007033CB54D78252C03A43CC800EAE1240,46,4395261,2014-10-15,6:13:00,CON HERIDOS,4395261,CHAPINERO,BOGOTA,-74.04439278,4.6699772,2014-10-15 06:13:00+00,ATROPELLO
0101000020E61000003E705B7C268552C04193CC03BB7C1240,47,4395199,2014-11-09,6:45:00,CON HERIDOS,4395199,LOS MARTIRES,BOGOTA,-74.08047399,4.621807155,2014-11-09 06:45:00+00,CAIDA DE OCUPANTE
0101000020E6100000B15008701C8352C0A254793DC3E01240,48,4395266,2014-10-17,13:00:00,SOLO DANOS,4395266,USAQUEN,BOGOTA,-74.0486107,4.719494782,2014-10-17 13:00:00+00,CHOQUE
0101000020E6100000B1403D7BE38152C05527DC3565141340,49,4395282,2014-10-16,7:45:00,SOLO DANOS,4395282,USAQUEN,BOGOTA,-74.02950936,4.769917337,2014-10-16 07:45:00+00,CHOQUE
0101000020E6100000813800FC028952C0178A6CCE5ECB1240,50,512731,2014-10-19,14:10:00,CON HERIDOS,512731,FONTIBON,BOGOTA,-74.14080715,4.698603845,2014-10-19 14:10:00+00,CHOQUE
0101000020E6100000D04A4DC70B8752C089758C26756A1240,51,512631,2014-10-18,13:28:00,CON HERIDOS,512631,PUENTE ARANDA,BOGOTA,-74.1100939,4.603962519,2014-10-18 13:28:00+00,CHOQUE
0101000020E61000006BE1476F978752C08D6071A58FDA1240,52,4395535,2014-10-03,5:50:00,CON HERIDOS,4395535,ENGATIVA,BOGOTA,-74.11861784,4.713438592,2014-10-03 05:50:00+00,CHOQUE
0101000020E61000003E04D9DBBB8652C010F777078FBC1240,53,4395538,2014-10-02,9:50:00,CON HERIDOS,4395538,ENGATIVA,BOGOTA,-74.10521599,4.684139363,2014-10-02 09:50:00+00,ATROPELLO
0101000020E610000022AAD9CBA28752C039C81441D6E01240,54,4395540,2014-11-03,12:10:00,CON HERIDOS,4395540,ENGATIVA,BOGOTA,-74.1193113,4.719567315,2014-11-03 12:10:00+00,CHOQUE
0101000020E6100000CD246B86948C52C0A9FE39B3FA7E1240,55,512504,2014-10-17,21:50:00,CON HERIDOS,512504,BOSA,BOGOTA,-74.19656525,4.62400322,2014-10-17 21:50:00+00,CHOQUE
0101000020E610000053C3CD95E08852C026B1E340C13F1240,56,4395063,2014-10-14,11:00:00,SOLO DANOS,4395063,CIUDAD BOLIVAR,BOGOTA,-74.13870759,4.562260641,2014-10-14 11:00:00+00,CHOQUE
0101000020E610000013ED2032E98752C08C842DABEDBC1240,57,4395065,2014-11-07,12:40:00,CON HERIDOS,4395065,ENGATIVA,BOGOTA,-74.12360814,4.684500384,2014-11-07 12:40:00+00,CHOQUE
0101000020E6100000620092FDD48752C0785BB4C3094D1240,58,4395070,2014-11-08,3:30:00,CON HERIDOS,4395070,RAFAEL URIBE URIBE,BOGOTA,-74.12237491,4.575232561,2014-11-08 03:30:00+00,CHOQUE
0101000020E61000004ECACD05688752C045A9D62557C91240,59,4395080,2014-11-07,18:00:00,CON HERIDOS,4395080,ENGATIVA,BOGOTA,-74.11572404,4.696621505,2014-11-07 18:00:00+00,ATROPELLO
0101000020E61000001252126D228552C01F871CB688831240,60,4395098,2014-10-15,19:00:00,SOLO DANOS,4395098,TEUSAQUILLO,BOGOTA,-74.0802262,4.6284512,2014-10-15 19:00:00+00,CHOQUE
0101000020E6100000A3B1AAE9D08452C0D4C134EB10E01240,61,4395103,2014-10-15,9:30:00,SOLO DANOS,4395103,SUBA,BOGOTA,-74.07525102,4.71881454,2014-10-15 09:30:00+00,CHOQUE
0101000020E6100000A3755435E18552C091E744CC36751240,62,4395177,2014-10-30,22:40:00,CON HERIDOS,4395177,PUENTE ARANDA,BOGOTA,-74.09187063,4.61446685,2014-10-30 22:40:00+00,ATROPELLO
0101000020E6100000AA42915BE48552C07472174535671240,63,4395183,2014-11-09,15:10:00,CON HERIDOS,4395183,LOS MARTIRES,BOGOTA,-74.09206285,4.600789146,2014-11-09 15:10:00+00,CHOQUE
0101000020E61000003B1844B3F18552C02AEF57BFA1C11240,64,4395357,2014-10-17,14:00:00,SOLO DANOS,4395357,ENGATIVA,BOGOTA,-74.09287721,4.68909358,2014-10-17 14:00:00+00,CHOQUE
0101000020E610000055CADF7BA78152C0D854B0A213091340,65,4395355,2014-10-18,1:40:00,SOLO DANOS,4395355,USAQUEN,BOGOTA,-74.02584741,4.758863966,2014-10-18 01:40:00+00,CHOQUE
0101000020E610000026EA19834D8C52C003E4F0EE6D6B1240,66,4395363,2014-10-18,22:35:00,SOLO DANOS,4395363,BOSA,BOGOTA,-74.19223096,4.60491155,2014-10-18 22:35:00+00,CHOQUE
0101000020E61000001E30AF26C68852C01314375594A41240,67,4395366,2014-10-17,12:10:00,SOLO DANOS,4395366,FONTIBON,BOGOTA,-74.13709418,4.660722095,2014-10-17 12:10:00+00,CHOQUE
0101000020E6100000F3B018C19B8452C09975786855D81240,68,4395383,2014-10-18,17:10:00,SOLO DANOS,4395383,SUBA,BOGOTA,-74.07200649,4.711263306,2014-10-18 17:10:00+00,CHOQUE
0101000020E610000054FB9091F58252C0CE5693E40FFD1240,69,513260,2014-10-26,8:55:00,CON HERIDOS,513260,USAQUEN,BOGOTA,-74.04623832,4.747130939,2014-10-26 08:55:00+00,CHOQUE
0101000020E6100000E475BD67968252C0A9057D897BCB1240,70,513267,2014-10-05,15:30:00,SOLO DANOS,513267,USAQUEN,BOGOTA,-74.04043001,4.698713444,2014-10-05 15:30:00+00,CHOQUE
0101000020E6100000FFC3AC03BF8252C0C2443FF73ED11240,71,513272,2014-10-07,10:00:00,SOLO DANOS,513272,USAQUEN,BOGOTA,-74.04290859,4.704341758,2014-10-07 10:00:00+00,CHOQUE
0101000020E61000005B9D64F7398352C091A0A43258BE1240,72,513270,2014-10-05,17:30:00,SOLO DANOS,513270,USAQUEN,BOGOTA,-74.05041299,4.685883323,2014-10-05 17:30:00+00,CHOQUE
0101000020E6100000F633F7BB508B52C074663CC334731240,73,513314,2014-10-07,5:08:00,SOLO DANOS,513314,KENNEDY,BOGOTA,-74.17680263,4.612505961,2014-10-07 05:08:00+00,CHOQUE
0101000020E610000016CA573CB48652C02B630E452B661240,74,4395635,2014-10-18,3:20:00,CON HERIDOS,4395635,LOS MARTIRES,BOGOTA,-74.10475072,4.599774436,2014-10-18 03:20:00+00,ATROPELLO
0101000020E6100000BD97811E588952C0EFE3FBF17D821240,75,4395634,2014-10-15,7:05:00,CON HERIDOS,4395634,KENNEDY,BOGOTA,-74.14600337,4.627433568,2014-10-15 07:05:00+00,CHOQUE
0101000020E61000009A777122278C52C089272DEFB97A1240,76,4395638,2014-10-13,17:30:00,CON HERIDOS,4395638,BOSA,BOGOTA,-74.18988858,4.619849908,2014-10-13 17:30:00+00,CHOQUE
0101000020E610000041B566D0758852C0D4DC651AA8271240,77,513898,2014-11-01,16:30:00,CON HERIDOS,513898,CIUDAD BOLIVAR,BOGOTA,-74.1321908,4.5387272,2014-11-01 16:30:00+00,CHOQUE
0101000020E6100000C5A23DECF28652C01C03BA4804791240,78,513910,2014-11-03,8:10:00,CON HERIDOS,513910,PUENTE ARANDA,BOGOTA,-74.10857683,4.618180405,2014-11-03 08:10:00+00,CHOQUE
0101000020E61000004309D5FBFD8552C02D15CD63CAEC1240,79,513914,2014-11-01,8:15:00,CON HERIDOS,513914,SUBA,BOGOTA,-74.09362694,4.731240806,2014-11-01 08:15:00+00,CHOQUE
0101000020E61000006DD78B6ECB8552C0320BE07264BB1240,80,513912,2014-11-02,15:00:00,CON HERIDOS,513912,ENGATIVA,BOGOTA,-74.09054149,4.683000369,2014-11-02 15:00:00+00,ATROPELLO
0101000020E610000021F1B10FC08552C077CCFC47FFE31240,81,4395640,2014-09-30,18:55:00,CON HERIDOS,4395640,SUBA,BOGOTA,-74.08984749,4.722653508,2014-09-30 18:55:00+00,ATROPELLO
0101000020E61000000A2EA262E68252C07DAD37A9E9B61240,82,512227,2014-10-13,6:35:00,CON HERIDOS,512227,CHAPINERO,BOGOTA,-74.0453116,4.678625721,2014-10-13 06:35:00+00,CHOQUE
0101000020E6100000421A6EF0A08252C00DFA0F3FB8201340,83,513140,2014-10-25,10:40:00,CON HERIDOS,513140,USAQUEN,BOGOTA,-74.04107295,4.781952844,2014-10-25 10:40:00+00,CHOQUE
0101000020E61000005DA642160B8752C0778BF54AAFB21240,84,513147,2014-10-25,10:20:00,CON HERIDOS,513147,ENGATIVA,BOGOTA,-74.11005169,4.674496814,2014-10-25 10:20:00+00,ATROPELLO
0101000020E61000002C541351A78752C05BC5014543C01240,85,513148,2014-10-23,16:45:00,CON HERIDOS,513148,ENGATIVA,BOGOTA,-74.1195872,4.687756613,2014-10-23 16:45:00+00,CHOQUE
0101000020E61000005D163962128952C0FA39C694968D1240,86,513153,2014-10-25,13:30:00,CON HERIDOS,513153,KENNEDY,BOGOTA,-74.14174705,4.638269734,2014-10-25 13:30:00+00,ATROPELLO
0101000020E610000049DD66DB1D8552C0619AA5412A4B1240,87,513151,2014-10-24,10:20:00,CON MUERTOS,513151,SAN CRISTOBAL,BOGOTA,-74.07994733,4.573403383,2014-10-24 10:20:00+00,ATROPELLO
0101000020E61000000E25EB547F8452C01659B9B7259F1240,88,513162,2014-10-24,15:10:00,CON HERIDOS,513162,BARRIOS UNIDOS,BOGOTA,-74.07027171,4.655417319,2014-10-24 15:10:00+00,CHOQUE
0101000020E61000000DC48CD2A08552C09ED31534792B1240,89,513172,2014-10-25,20:30:00,SOLO DANOS,513172,SAN CRISTOBAL,BOGOTA,-74.08794082,4.542454542,2014-10-25 20:30:00+00,CHOQUE
0101000020E6100000B70857031E8C52C0DA20562984821240,90,513171,2014-10-25,14:30:00,CON HERIDOS,513171,BOSA,BOGOTA,-74.18933185,4.627457281,2014-10-25 14:30:00+00,ATROPELLO
0101000020E6100000FE35A279558752C08E57114F259E1240,91,513169,2014-10-06,11:30:00,SOLO DANOS,513169,FONTIBON,BOGOTA,-74.11459199,4.654439197,2014-10-06 11:30:00+00,CHOQUE
0101000020E610000050699493088552C070070BA330921240,92,513173,2014-10-06,9:50:00,SOLO DANOS,513173,TEUSAQUILLO,BOGOTA,-74.07864847,4.64276366,2014-10-06 09:50:00+00,CHOQUE
0101000020E6100000F26925DF728C52C0DC687C36DD6A1240,93,513177,2014-10-06,22:20:00,SOLO DANOS,513177,BOSA,BOGOTA,-74.19451121,4.604359485,2014-10-06 22:20:00+00,CHOQUE
0101000020E6100000EA74CFA3AA8752C0867E315140C31240,94,513175,2014-10-06,11:24:00,SOLO DANOS,513175,FONTIBON,BOGOTA,-74.11979003,4.690675038,2014-10-06 11:24:00+00,CHOQUE
0101000020E61000006B8A950B948152C0E581D74D7A061340,95,513183,2014-10-06,7:50:00,SOLO DANOS,513183,USAQUEN,BOGOTA,-74.02466097,4.756325928,2014-10-06 07:50:00+00,CHOQUE
0101000020E610000008FC5BAED08252C03E14BB6C2ABB1240,96,513187,2014-10-06,8:10:00,SOLO DANOS,513187,CHAPINERO,BOGOTA,-74.04398688,4.682779025,2014-10-06 08:10:00+00,CHOQUE
0101000020E6100000767B97F2648752C014D9D9202B8F1240,97,513189,2014-10-05,18:00:00,SOLO DANOS,513189,PUENTE ARANDA,BOGOTA,-74.11553635,4.639812959,2014-10-05 18:00:00+00,CHOQUE
0101000020E6100000BBDA06C5C18252C08C97DE6640C91240,98,513193,2014-10-06,17:30:00,SOLO DANOS,513193,USAQUEN,BOGOTA,-74.04307676,4.696534736,2014-10-06 17:30:00+00,CHOQUE
0101000020E6100000F49E49E9B98552C03C0D97A367AF1240,99,513190,2014-10-06,12:30:00,SOLO DANOS,513190,BARRIOS UNIDOS,BOGOTA,-74.08947212,4.671293789,2014-10-06 12:30:00+00,CHOQUE
0101000020E61000000774CBB3578852C0FF6B18BCEA701240,100,513191,2014-10-06,13:15:00,SOLO DANOS,513191,KENNEDY,BOGOTA,-74.13035293,4.610270442,2014-10-06 13:15:00+00,CHOQUE
0101000020E61000003F12BC42DB8552C0494D2DEE4EE51240,101,513213,2014-10-25,18:20:00,CON HERIDOS,513213,SUBA,BOGOTA,-74.09150761,4.723933908,2014-10-25 18:20:00+00,ATROPELLO
0101000020E6100000E27FDC929D8252C05BD4EF0E65EC1240,102,513218,2014-10-24,21:30:00,CON HERIDOS,513218,USAQUEN,BOGOTA,-74.04086753,4.730854257,2014-10-24 21:30:00+00,ATROPELLO
0101000020E6100000509255E1148A52C043BD0953CEC61240,103,513221,2014-10-07,11:00:00,SOLO DANOS,513221,FONTIBON,BOGOTA,-74.15752443,4.69414644,2014-10-07 11:00:00+00,CHOQUE
0101000020E61000003BA8E0CA3B8652C0E95CC6577F6D1240,104,513219,2014-10-26,6:15:00,CON HERIDOS,513219,LOS MARTIRES,BOGOTA,-74.09739944,4.606931087,2014-10-26 06:15:00+00,CHOQUE
0101000020E61000005BC72DF0598452C09C28DC072D811240,105,513321,2014-10-06,14:00:00,SOLO DANOS,513321,SANTA FE,BOGOTA,-74.06798939,4.626148341,2014-10-06 14:00:00+00,CHOQUE
0101000020E6100000225D64E9808652C07927AE49089D1240,106,513327,2014-10-27,7:28:00,CON HERIDOS,513327,TEUSAQUILLO,BOGOTA,-74.10161815,4.653351928,2014-10-27 07:28:00+00,ATROPELLO
0101000020E610000088838E9AD28852C08B215CA8CC821240,107,513330,2014-10-07,14:20:00,SOLO DANOS,513330,KENNEDY,BOGOTA,-74.13785423,4.627733832,2014-10-07 14:20:00+00,CHOQUE
0101000020E61000002905F9B3E18452C0069A02AB807B1240,108,513331,2014-10-27,6:50:00,CON HERIDOS,513331,TEUSAQUILLO,BOGOTA,-74.07627582,4.620608017,2014-10-27 06:50:00+00,ATROPELLO
0101000020E61000009EC1C5DB618852C0BD90CCF28EC21240,109,513333,2014-10-07,10:10:00,SOLO DANOS,513333,FONTIBON,BOGOTA,-74.13097281,4.68999843,2014-10-07 10:10:00+00,CHOQUE
0101000020E61000008A9DB466A78152C0C31111EF1AE51240,110,513335,2014-10-26,13:50:00,CON HERIDOS,513335,USAQUEN,BOGOTA,-74.02584236,4.723735557,2014-10-26 13:50:00+00,CHOQUE
0101000020E6100000862EC2C3FD8152C0523A607030F61240,111,513337,2014-10-08,19:00:00,SOLO DANOS,513337,USAQUEN,BOGOTA,-74.03111357,4.740419155,2014-10-08 19:00:00+00,CHOQUE
